budget_year,account_type,department,fund_code,account_category,bu_description,amount
FY15-16,Expense,Mayor's Office,10101,YE Biweekly Sal/Fringe Accr,,4311
FY15-16,Expense,Mayor's Office,10101,Employer OASDI,,45501
FY15-16,Expense,Mayor's Office,10101,Employer SSN Medical,,11232
FY15-16,Expense,Mayor's Office,10101,Employer Group Health,,85517
FY15-16,Expense,Mayor's Office,10101,Employer Dental Group,,2955
FY15-16,Expense,Mayor's Office,10101,Employer Group Life,,1647
FY15-16,Expense,Mayor's Office,10101,Employer Pension,,130490
FY15-16,Expense,Mayor's Office,10101,FSA Pre-Tax Savings,,899
FY15-16,Expense,Mayor's Office,10101,Cafe Plan Pre-Tax Savings,,2331
FY15-16,Expense,Mayor's Office,10101,Cable Television,,0
FY15-16,Expense,Mayor's Office,10101,Management Consultant,,0
FY15-16,Expense,Mayor's Office,10101,Pre-Employment Checks,,0
FY15-16,Expense,Mayor's Office,10101,Other Purchased Srvc,,0
FY15-16,Expense,Mayor's Office,10101,Devlop/Framing/Artwork,,0
FY15-16,Expense,Mayor's Office,10101,Personal Contract Service,,0
FY15-16,Expense,Mayor's Office,10101,Transport Non-employee,,12425
FY15-16,Expense,Mayor's Office,10101,Travel - Non-employee,,0
FY15-16,Expense,Mayor's Office,10101,Employee Out-of-town Travel,,3783
FY15-16,Expense,Mayor's Office,10101,Employee Air Travel,,3154
FY15-16,Expense,Mayor's Office,10101,Employee Local Travel/Park,,10
FY15-16,Expense,Mayor's Office,10101,Telephone & Telegraph,,0
FY15-16,Expense,Mayor's Office,10101,Allowance-Cell/Mobile Devices,,214
FY15-16,Expense,Mayor's Office,10101,Cell Phone Service,,3788
FY15-16,Expense,Mayor's Office,10101,Postage & Delivery Srvc,,0
FY15-16,Expense,Mayor's Office,10101,Printing/Binding,,1309
FY15-16,Expense,Mayor's Office,10101,Advertising & Promot'n,,0
FY15-16,Expense,Mayor's Office,10101,Subscriptions,,2796
FY15-16,Expense,Mayor's Office,10101,Registration,,2880
FY15-16,Expense,Mayor's Office,10101,Membership Dues,,215
FY15-16,Expense,Mayor's Office,10101,Other Rpr & Maint Srvc,,0
FY15-16,Expense,Mayor's Office,10101,Info Systems Charge,,67400
FY15-16,Expense,Mayor's Office,10101,Postal Service Charge,,0
FY15-16,Expense,Mayor's Office,10101,Telecmmnct'n Charge,,14200
FY15-16,Expense,Mayor's Office,10101,Surplus Property,,0
FY15-16,Expense,Mayor's Office,10101,Facilities Maint & Security,,0
FY15-16,Expense,Mayor's Office,10101,Host & Hostess,,2797
FY15-16,Expense,Mayor's Office,10101,Offc & Admin Supply,,9818
FY15-16,Expense,Mayor's Office,10101,Computer Hardware <$10K,,0
FY15-16,Expense,Mayor's Office,10101,Furniture/Fixtures<$10K,,0
FY15-16,Expense,Mayor's Office,10101,Interest Expense MIP,,46
FY15-16,Expense,Mayor's Office,10101,Rent Equipment,,3727
FY15-16,Expense,Mayor's Office,10101,Notary,,0
FY15-16,Expense,Mayor's Office,10101,Contribute/Grant Agency,,0
FY15-16,Expense,Mayor's Office,10101,Regular Pay,,130449
FY15-16,Expense,Mayor's Office,10101,Leave Pay,,0
FY15-16,Expense,Mayor's Office,10101,Longevity,,633
FY15-16,Expense,Mayor's Office,10101,YE Biweekly Sal/Fringe Accr,,719
FY15-16,Expense,Mayor's Office,10101,Employer OASDI,,7695
FY15-16,Expense,Mayor's Office,10101,Employer SSN Medical,,1800
FY15-16,Expense,Mayor's Office,10101,Employer Group Health,,19116
FY15-16,Expense,Mayor's Office,10101,Employer Dental Group,,679
FY15-16,Expense,Mayor's Office,10101,Employer Group Life,,341
FY15-16,Expense,Mayor's Office,10101,Employer Pension,,23464
FY15-16,Expense,Mayor's Office,10101,Cafe Plan Pre-Tax Savings,,534
FY15-16,Expense,Mayor's Office,10101,Allowance-Cell/Mobile Devices,,0
FY15-16,Expense,Mayor's Office,10101,Cell Phone Service,,0
FY15-16,Expense,Mayor's Office,10101,Printing/Binding,,0
FY15-16,Expense,Mayor's Office,10101,Info Systems Charge,,10100
FY15-16,Expense,Mayor's Office,10101,Postal Service Charge,,0
FY15-16,Expense,Mayor's Office,10101,Telecmmnct'n Charge,,764
FY15-16,Expense,Mayor's Office,10101,Facilities Maint & Security,,0
FY15-16,Expense,Mayor's Office,10101,Regular Pay,,2986
FY15-16,Expense,Mayor's Office,10101,Leave Pay,,4293
FY15-16,Expense,Mayor's Office,10101,YE Biweekly Sal/Fringe Accr,,0
FY15-16,Expense,Mayor's Office,10101,Employer OASDI,,451
FY15-16,Expense,Mayor's Office,10101,Employer SSN Medical,,106
FY15-16,Expense,Mayor's Office,10101,Employer Group Health,,0
FY15-16,Expense,Mayor's Office,10101,Employer Dental Group,,0
FY15-16,Expense,Mayor's Office,10101,Employer Group Life,,14
FY15-16,Expense,Mayor's Office,10101,Employer Pension,,1309
FY15-16,Expense,Mayor's Office,10101,Cafe Plan Pre-Tax Savings,,0
FY15-16,Expense,Mayor's Office,10101,Allowance-Cell/Mobile Devices,,0
FY15-16,Expense,Mayor's Office,10101,Info Systems Charge,,27300
FY15-16,Expense,Mayor's Office,10101,Postal Service Charge,,0
FY15-16,Expense,Mayor's Office,10101,Telecmmnct'n Charge,,1337
FY15-16,Expense,Mayor's Office,10101,Facilities Maint & Security,,0
FY15-16,Expense,Mayor's Office,10101,Regular Pay,,252264
FY15-16,Expense,Mayor's Office,10101,Longevity,,110
FY15-16,Expense,Mayor's Office,10101,YE Biweekly Sal/Fringe Accr,,1256
FY15-16,Expense,Mayor's Office,10101,Employer OASDI,,13885
FY15-16,Expense,Mayor's Office,10101,Employer SSN Medical,,3570
FY15-16,Expense,Mayor's Office,10101,Employer Group Health,,12011
FY15-16,Expense,Mayor's Office,10101,Employer Dental Group,,721
FY15-16,Expense,Mayor's Office,10101,Employer Group Life,,369
FY15-16,Expense,Mayor's Office,10101,Employer Pension,,45375
FY15-16,Expense,Mayor's Office,10101,FSA Pre-Tax Savings,,161
FY15-16,Expense,Mayor's Office,10101,Cafe Plan Pre-Tax Savings,,309
FY15-16,Expense,Mayor's Office,10101,Employee Out-of-town Travel,,165
FY15-16,Expense,Mayor's Office,10101,Employee Air Travel,,914
FY15-16,Expense,Mayor's Office,10101,Allowance-Cell/Mobile Devices,,0
FY15-16,Expense,Mayor's Office,10101,Printing/Binding,,0
FY15-16,Expense,Finance,10101,Longevity,,0
FY15-16,Expense,Mayor's Office,10101,Membership Dues,,0
FY15-16,Expense,Mayor's Office,10101,Info Systems Charge,,10200
FY15-16,Expense,Mayor's Office,10101,Postal Service Charge,,0
FY15-16,Expense,Mayor's Office,10101,Telecmmnct'n Charge,,1389
FY15-16,Expense,Mayor's Office,10101,Rent Equipment,,0
FY15-16,Expense,Mayor's Office,10101,Regular Pay,,0
FY15-16,Expense,Mayor's Office,10101,Leave Pay,,0
FY15-16,Expense,Mayor's Office,10101,Holiday Pay,,0
FY15-16,Expense,Mayor's Office,10101,Overtime Pay,,0
FY15-16,Expense,Mayor's Office,10101,Shift Differential Pay,,0
FY15-16,Expense,Mayor's Office,10101,Longevity,,0
FY15-16,Expense,Mayor's Office,10101,In-Service Train Supp,,0
FY15-16,Expense,Mayor's Office,10101,Pay Plan Improvement,,0
FY15-16,Expense,Mayor's Office,10101,YE Biweekly Sal/Fringe Accr,,0
FY15-16,Expense,Mayor's Office,10101,Fringe Benefits,,0
FY15-16,Expense,Mayor's Office,10101,Employer OASDI,,0
FY15-16,Expense,Mayor's Office,10101,Employer SSN Medical,,0
FY15-16,Expense,Mayor's Office,10101,Employer Group Health,,0
FY15-16,Expense,Mayor's Office,10101,Employer Dental Group,,0
FY15-16,Expense,Mayor's Office,10101,Employer Group Life,,0
FY15-16,Expense,Mayor's Office,10101,Employer Pension,,0
FY15-16,Expense,Mayor's Office,10101,FSA Pre-Tax Savings,,0
FY15-16,Expense,Mayor's Office,10101,Cafe Plan Pre-Tax Savings,,0
FY15-16,Expense,Mayor's Office,10101,TBI Background Check Service,,0
FY15-16,Expense,Mayor's Office,10101,Personal Contract Service,,0
FY15-16,Expense,Mayor's Office,10101,Employee Local Travel/Park,,0
FY15-16,Expense,Mayor's Office,10101,Telephone & Telegraph,,0
FY15-16,Expense,Mayor's Office,10101,Allowance-Cell/Mobile Devices,,0
FY15-16,Expense,Mayor's Office,10101,Cell Phone Service,,0
FY15-16,Expense,Mayor's Office,10101,Subscriptions,,0
FY15-16,Expense,Mayor's Office,10101,Registration,,0
FY15-16,Expense,Mayor's Office,10101,Membership Dues,,0
FY15-16,Expense,Mayor's Office,10101,Other Rpr & Maint Srvc,,0
FY15-16,Expense,Mayor's Office,10101,Info Systems Charge,,0
FY15-16,Expense,Mayor's Office,10101,Radio Shop Charge,,0
FY15-16,Expense,Mayor's Office,10101,Postal Service Charge,,0
FY15-16,Expense,Mayor's Office,10101,Telecmmnct'n Charge,,0
FY15-16,Expense,Mayor's Office,10101,Fleet Management,,0
FY15-16,Expense,Mayor's Office,10101,Facilities Maint & Security,,0
FY15-16,Expense,Mayor's Office,10101,Host & Hostess,,0
FY15-16,Expense,Mayor's Office,10101,Offc & Admin Supply,,0
FY15-16,Expense,Mayor's Office,10101,Computer Software,,0
FY15-16,Expense,Mayor's Office,10101,Furniture/Fixtures<$10K,,0
FY15-16,Expense,Mayor's Office,10101,Small Equipment Supply,,0
FY15-16,Expense,Mayor's Office,10101,Rent Equipment,,0
FY15-16,Expense,Mayor's Office,10101,Pay Plan Improvement,,0
FY15-16,Expense,Mayor's Office,10101,Fringe Benefits,,0
FY15-16,Expense,Election Commission,10101,Regular Pay,,135
FY15-16,Expense,Election Commission,10101,Overtime Pay,,0
FY15-16,Expense,Election Commission,10101,Other Special Pay,,4813
FY15-16,Expense,Election Commission,10101,YE Biweekly Sal/Fringe Accr,,49
FY15-16,Expense,Election Commission,10101,Fringe Benefits,,0
FY15-16,Expense,Election Commission,10101,Employer OASDI,,24393
FY15-16,Expense,Election Commission,10101,Employer SSN Medical,,5723
FY15-16,Expense,Election Commission,10101,Employer Group Health,,931
FY15-16,Expense,Election Commission,10101,Employer Dental Group,,35
FY15-16,Expense,Election Commission,10101,Employer Group Life,,24
FY15-16,Expense,Election Commission,10101,Employer Pension,,790
FY15-16,Expense,Election Commission,10101,Cafe Plan Pre-Tax Savings,,26
FY15-16,Expense,Election Commission,10101,Poll Workers,,727062
FY15-16,Expense,Election Commission,10101,Gas,,1316
FY15-16,Expense,Election Commission,10101,Security Services,,0
FY15-16,Expense,Election Commission,10101,Temporary Service,,-10888
FY15-16,Expense,Election Commission,10101,Employee Local Travel/Park,,1419
FY15-16,Expense,Election Commission,10101,Allowance-Cell/Mobile Devices,,14
FY15-16,Expense,Election Commission,10101,Cell Phone Service,,465
FY15-16,Expense,Election Commission,10101,Postage & Delivery Srvc,,130515
FY15-16,Expense,Election Commission,10101,Printing/Binding,,113755
FY15-16,Expense,Election Commission,10101,Advertising & Promot'n,,70733
FY15-16,Expense,Election Commission,10101,Registration,,7997
FY15-16,Expense,Election Commission,10101,Other Rpr & Maint Srvc,,25558
FY15-16,Expense,Election Commission,10101,Info Systems Charge,,37200
FY15-16,Expense,Election Commission,10101,Postal Service Charge,,0
FY15-16,Expense,Election Commission,10101,Telecmmnct'n Charge,,10819
FY15-16,Expense,Election Commission,10101,Police SEU Services,,5391
FY15-16,Expense,Election Commission,10101,Facilities Maint & Security,,0
FY15-16,Expense,Election Commission,10101,Host & Hostess,,702
FY15-16,Expense,Election Commission,10101,Offc & Admin Supply,,20408
FY15-16,Expense,Election Commission,10101,Computer Software,,4343
FY15-16,Expense,Election Commission,10101,Computer Hardware <$10K,,15449
FY15-16,Expense,Election Commission,10101,Office Equipment < $10K,,17685
FY15-16,Expense,Election Commission,10101,Food & Ice,,5319
FY15-16,Expense,Election Commission,10101,Repair & Maint Supply,,97984
FY15-16,Expense,Election Commission,10101,Small Equipment Supply,,11788
FY15-16,Expense,Election Commission,10101,Insurance-Liability/PropDmg,,4006
FY15-16,Expense,Election Commission,10101,Rent Building & Land,,16875
FY15-16,Expense,Election Commission,10101,Rent Equipment,,4533
FY15-16,Expense,Election Commission,10101,Software License,,38280
FY15-16,Expense,Election Commission,10101,Poll Workers,,0
FY15-16,Expense,Election Commission,10101,Employee Local Travel/Park,,393
FY15-16,Expense,Election Commission,10101,Regular Pay,,1266514
FY15-16,Expense,Election Commission,10101,Leave Pay,,100476
FY15-16,Expense,Election Commission,10101,Holiday Pay,,8533
FY15-16,Expense,Election Commission,10101,Overtime Pay,,88515
FY15-16,Expense,Election Commission,10101,Out of Class Pay,,0
FY15-16,Expense,Juvenile Court,10101,Leave Pay,,0
FY15-16,Expense,Election Commission,10101,Other Special Pay,,-921
FY15-16,Expense,Election Commission,10101,Injured on Duty Pay,,2726
FY15-16,Expense,Election Commission,10101,Longevity,,8003
FY15-16,Expense,Election Commission,10101,YE Biweekly Sal/Fringe Accr,,8610
FY15-16,Expense,Election Commission,10101,Fringe Benefits,,0
FY15-16,Expense,Election Commission,10101,Employer OASDI,,86564
FY15-16,Expense,Election Commission,10101,Employer SSN Medical,,20801
FY15-16,Expense,Election Commission,10101,Employer Group Health,,160002
FY15-16,Expense,Election Commission,10101,Employer Dental Group,,5332
FY15-16,Expense,Election Commission,10101,Employer Group Life,,4220
FY15-16,Expense,Election Commission,10101,Employer Pension,,217584
FY15-16,Expense,Election Commission,10101,FSA Pre-Tax Savings,,29
FY15-16,Expense,Election Commission,10101,Cafe Plan Pre-Tax Savings,,4390
FY15-16,Expense,Election Commission,10101,Electric,,4258
FY15-16,Expense,Election Commission,10101,Gas,,4106
FY15-16,Expense,Election Commission,10101,Cable Television,,0
FY15-16,Expense,Election Commission,10101,Security Services,,0
FY15-16,Expense,Election Commission,10101,Pre-Employment Checks,,0
FY15-16,Expense,Election Commission,10101,Internet Services,,398
FY15-16,Expense,Election Commission,10101,Employee Out-of-town Travel,,0
FY15-16,Expense,Election Commission,10101,Employee Local Travel/Park,,4947
FY15-16,Expense,Election Commission,10101,Allowance-Cell/Mobile Devices,,1530
FY15-16,Expense,Election Commission,10101,Cell Phone Service,,0
FY15-16,Expense,Election Commission,10101,Postage & Delivery Srvc,,1018
FY15-16,Expense,Election Commission,10101,Printing/Binding,,22810
FY15-16,Expense,Election Commission,10101,Advertising & Promot'n,,657
FY15-16,Expense,Election Commission,10101,Subscriptions,,292
FY15-16,Expense,Election Commission,10101,Tuition,,0
FY15-16,Expense,Election Commission,10101,Registration,,11138
FY15-16,Expense,Election Commission,10101,Membership Dues,,420
FY15-16,Expense,Election Commission,10101,Other Rpr & Maint Srvc,,106416
FY15-16,Expense,Election Commission,10101,Info Systems Charge,,66300
FY15-16,Expense,Election Commission,10101,Postal Service Charge,,0
FY15-16,Expense,Election Commission,10101,Telecmmnct'n Charge,,16638
FY15-16,Expense,Election Commission,10101,Fleet Management,,2300
FY15-16,Expense,Election Commission,10101,Surplus Property,,0
FY15-16,Expense,Election Commission,10101,Facilities Maint & Security,,0
FY15-16,Expense,Election Commission,10101,Host & Hostess,,3034
FY15-16,Expense,Election Commission,10101,Offc & Admin Supply,,25190
FY15-16,Expense,Election Commission,10101,Computer Software,,0
FY15-16,Expense,Election Commission,10101,Computer Hardware <$10K,,194
FY15-16,Expense,Election Commission,10101,Office Equipment < $10K,,1672
FY15-16,Expense,Election Commission,10101,Furniture/Fixtures<$10K,,44
FY15-16,Expense,Election Commission,10101,HHold & Jnitr Supply,,9
FY15-16,Expense,Election Commission,10101,Food & Ice,,1587
FY15-16,Expense,Election Commission,10101,Educational Supply,,0
FY15-16,Expense,Election Commission,10101,Medical Supply,,0
FY15-16,Expense,Election Commission,10101,Repair & Maint Supply,,629
FY15-16,Expense,Election Commission,10101,Small Equipment Supply,,6881
FY15-16,Expense,Election Commission,10101,Procure Card Clearing,,13
FY15-16,Expense,Election Commission,10101,Legal Settlement,,0
FY15-16,Expense,Election Commission,10101,Rent Equipment,,16090
FY15-16,Expense,Election Commission,10101,Software License,,86204
FY15-16,Expense,Election Commission,10101,Alarm Permits,,348
FY15-16,Expense,Election Commission,10101,Pay Plan Improvement,,0
FY15-16,Expense,Election Commission,10101,Fringe Benefits,,0
FY15-16,Expense,Election Commission,10101,Regular Pay,,25016
FY15-16,Expense,Election Commission,10101,Leave Pay,,536
FY15-16,Expense,Election Commission,10101,Overtime Pay,,920
FY15-16,Expense,Election Commission,10101,Other Special Pay,,921
FY15-16,Expense,Election Commission,10101,YE Biweekly Sal/Fringe Accr,,258
FY15-16,Expense,Election Commission,10101,Fringe Benefits,,0
FY15-16,Expense,Election Commission,10101,Employer OASDI,,2888
FY15-16,Expense,Election Commission,10101,Employer SSN Medical,,120
FY15-16,Expense,Election Commission,10101,Employer Group Health,,2355
FY15-16,Expense,Election Commission,10101,Employer Dental Group,,2120
FY15-16,Expense,Election Commission,10101,Employer Group Life,,28
FY15-16,Expense,Election Commission,10101,Employer Pension,,1499
FY15-16,Expense,Election Commission,10101,Cafe Plan Pre-Tax Savings,,66
FY15-16,Expense,Election Commission,10101,Electric,,0
FY15-16,Expense,Election Commission,10101,Employee Local Travel/Park,,0
FY15-16,Expense,Election Commission,10101,Printing/Binding,,0
FY15-16,Expense,Election Commission,10101,Telecmmnct'n Charge,,0
FY15-16,Expense,Election Commission,10101,Offc & Admin Supply,,196
FY15-16,Expense,Election Commission,10101,Computer Hardware <$10K,,0
FY15-16,Expense,Election Commission,10101,Office Equipment < $10K,,0
FY15-16,Expense,Election Commission,10101,Rent Equipment,,0
FY15-16,Expense,Election Commission,10101,Alarm Permits,,0
FY15-16,Expense,Election Commission,10101,Offc & Admin Supply,,210
FY15-16,Expense,Election Commission,10101,Offc & Admin Supply,,55
FY15-16,Expense,Law,10101,Regular Pay,,37981
FY15-16,Expense,Law,10101,Leave Pay,,5617
FY15-16,Expense,Law,10101,Holiday Pay,,24
FY15-16,Expense,Law,10101,Injured on Duty Pay,,0
FY15-16,Expense,Law,10101,YE Biweekly Sal/Fringe Accr,,232
FY15-16,Expense,Law,10101,Employer OASDI,,2549
FY15-16,Expense,Law,10101,Employer SSN Medical,,598
FY15-16,Expense,Law,10101,Employer Group Health,,4892
FY15-16,Expense,Law,10101,Employer Dental Group,,157
FY15-16,Expense,Law,10101,Employer Group Life,,83
FY15-16,Expense,Law,10101,Employer Pension,,7846
FY15-16,Expense,Law,10101,FSA Pre-Tax Savings,,49
FY15-16,Expense,Law,10101,Cafe Plan Pre-Tax Savings,,135
FY15-16,Expense,Law,10101,Cable Television,,0
FY15-16,Expense,Law,10101,Employee Local Travel/Park,,0
FY15-16,Expense,Law,10101,Allowance-Cell/Mobile Devices,,13
FY15-16,Expense,Law,10101,Cell Phone Service,,1
FY15-16,Expense,Law,10101,Printing/Binding,,0
FY15-16,Expense,Law,10101,Subscriptions,,3500
FY15-16,Expense,Law,10101,Info Systems Charge,,3500
FY15-16,Expense,Law,10101,Postal Service Charge,,0
